D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_05_813.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_05_813.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_05_813.jpg,0,1,0,30.18891
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_05_884.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_05_884.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_05_884.jpg,0,1,0,30.19022
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_05_953.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_05_953.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_05_953.jpg,0,1,0,30.19007
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_023.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_023.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_023.jpg,-0.2,1,0,30.18157
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_091.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_091.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_091.jpg,-0.35,1,0,30.16512
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_161.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_161.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_161.jpg,0,1,0,30.18969
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_230.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_230.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_230.jpg,0,1,0,30.19006
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_301.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_301.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_301.jpg,0,1,0,30.19026
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_370.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_370.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_370.jpg,0,1,0,30.19031
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_440.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_440.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_440.jpg,0,1,0,30.19031
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_508.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_508.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_508.jpg,0,1,0,30.19031
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_580.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_580.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_580.jpg,0,1,0,30.19032
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_650.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_650.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_650.jpg,-0.15,1,0,30.18424
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_719.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_719.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_719.jpg,-0.35,1,0,30.16355
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_787.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_787.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_787.jpg,0,1,0,30.18942
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_856.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_856.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_856.jpg,0,1,0,30.18966
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_926.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_926.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_926.jpg,0,1,0,30.19011
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_06_994.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_06_994.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_06_994.jpg,0,1,0,30.19038
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_061.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_061.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_061.jpg,0,1,0,30.19031
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_135.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_135.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_135.jpg,0,1,0,30.19027
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_204.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_204.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_204.jpg,0,1,0,30.19029
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_271.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_271.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_271.jpg,0,1,0,30.1903
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_343.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_343.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_343.jpg,0,1,0,30.19029
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_419.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_419.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_419.jpg,0,1,0,30.19029
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_491.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_491.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_491.jpg,0,1,0,30.19032
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_566.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_566.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_566.jpg,0,1,0,30.19031
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_640.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_640.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_640.jpg,0,1,0,30.19019
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_707.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_707.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_707.jpg,0,1,0,30.19031
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_775.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_775.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_775.jpg,0,1,0,30.19031
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_849.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_849.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_849.jpg,-0.05,1,0,30.18939
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_923.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_923.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_923.jpg,-0.25,1,0,30.17475
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_07_990.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_07_990.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_07_990.jpg,-0.4,1,0,30.15752
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_065.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_065.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_065.jpg,0,1,0,30.18901
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_140.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_140.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_140.jpg,0,1,0,30.18998
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_207.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_207.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_207.jpg,0,1,0,30.1902
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_280.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_280.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_280.jpg,-0.05,1,0,30.18995
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_348.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_348.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_348.jpg,-0.2,1,0,30.1809
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_417.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_417.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_417.jpg,-0.4,1,0,30.1584
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_484.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_484.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_484.jpg,0,1,0,30.1776
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_555.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_555.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_555.jpg,0,1,0,30.18812
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_623.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_623.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_623.jpg,0,1,0,30.18976
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_693.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_693.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_693.jpg,0,1,0,30.19018
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_764.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_764.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_764.jpg,0,1,0,30.18983
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_836.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_836.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_836.jpg,-0.15,1,0,30.18507
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_907.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_907.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_907.jpg,-0.3,1,0,30.17015
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_08_978.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_08_978.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_08_978.jpg,0,1,0,30.18901
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_050.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_050.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_050.jpg,0,1,0,30.18929
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_123.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_123.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_123.jpg,0,1,0,30.19012
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_194.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_194.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_194.jpg,0,1,0,30.19027
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_268.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_268.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_268.jpg,-0.05,1,0,30.18989
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_341.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_341.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_341.jpg,-0.25,1,0,30.1756
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_407.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_407.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_407.jpg,0,1,0,30.18341
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_478.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_478.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_478.jpg,0,1,0,30.18953
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_548.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_548.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_548.jpg,0,1,0,30.19035
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_617.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_617.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_617.jpg,0,1,0,30.19026
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_685.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_685.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_685.jpg,0,1,0,30.19028
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_755.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_755.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_755.jpg,0,1,0,30.19039
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_823.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_823.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_823.jpg,-0.15,1,0,30.18456
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_899.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_899.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_899.jpg,0,1,0,30.18476
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_09_968.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_09_968.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_09_968.jpg,0,1,0,30.18992
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_10_040.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_10_040.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_10_040.jpg,0,1,0,30.19017
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_10_111.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_10_111.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_10_111.jpg,0,1,0,30.19024
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_10_181.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_10_181.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_10_181.jpg,-0.05,1,0,30.18987
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_10_251.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_10_251.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_10_251.jpg,-0.2,1,0,30.18052
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_10_323.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_10_323.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_10_323.jpg,-0.4,1,0,30.15807
D:\Projects\Python\Data\IMG\center_2019_03_07_19_53_10_395.jpg,D:\Projects\Python\Data\IMG\left_2019_03_07_19_53_10_395.jpg,D:\Projects\Python\Data\IMG\right_2019_03_07_19_53_10_395.jpg,0,1,0,30.18904
